riskAllele	pValue	pValueAnnotation	riskFrequency	orValue	beta	ci	mappedGenes	traitName	efoTraits	bgTraits	accessionId	locations	pubmedId	author
rs10767556-G	3E-6	-	NR	2.029	-	[1.509-2.728]	ANO3	"Attention deficit hyperactivity disorder"	"attention deficit hyperactivity disorder"	-	GCST006916	11:26602166	30563984	"Hawi Z"
rs13439086-C	6E-6	-	NR	2.162	-	[1.549-3.018]	RN7SL178P	"Attention deficit hyperactivity disorder"	"attention deficit hyperactivity disorder"	-	GCST006916	8:8516736	30563984	"Hawi Z"
rs112686226-G	6E-6	-	NR	2.903	-	[1.831-4.602]	LINC01548,OLIG1	"Attention deficit hyperactivity disorder"	"attention deficit hyperactivity disorder"	-	GCST006916	21:33155073	30563984	"Hawi Z"
rs77224013-A	1E-6	-	NR	3.869	-	[2.252-6.647]	IFNAR2,LINC01548	"Attention deficit hyperactivity disorder"	"attention deficit hyperactivity disorder"	-	GCST006916	21:33171540	30563984	"Hawi Z"
rs2842198-A	8E-9	-	0.3976	-	"0.07193137 unit decrease"	[0.047-0.096]	HYI-AS1,PTPRF	"Attention deficit hyperactivity disorder (MTAG)"	"attention deficit hyperactivity disorder"	-	GCST012093	1:43465067	33479212	"Yao X"
rs112361411-T	2E-13	-	0.2913	-	"0.09819496 unit decrease"	[0.072-0.124]	ST3GAL3,ST3GAL3-AS1	"Attention deficit hyperactivity disorder (MTAG)"	"attention deficit hyperactivity disorder"	-	GCST012093	1:43718252	33479212	"Yao X"
rs10789368-A	1E-9	-	0.5467	-	"0.07337476 unit increase"	[0.05-0.097]	LINC01360	"Attention deficit hyperactivity disorder (MTAG)"	"attention deficit hyperactivity disorder"	-	GCST012093	1:73348476	33479212	"Yao X"
rs13023832-A	2E-9	-	0.0924	-	"0.11864455 unit increase"	[0.08-0.157]	SPAG16	"Attention deficit hyperactivity disorder (MTAG)"	"attention deficit hyperactivity disorder"	-	GCST012093	2:214355084	33479212	"Yao X"
rs1484144-T	2E-8	-	0.4821	-	"0.067868955 unit increase"	[0.044-0.092]	NAA11,LINC01088	"Attention deficit hyperactivity disorder (MTAG)"	"attention deficit hyperactivity disorder"	-	GCST012093	4:79296443	33479212	"Yao X"
rs349588-A	1E-8	-	0.6402	-	"0.07392576 unit decrease"	[0.048-0.099]	LINC02163	"Attention deficit hyperactivity disorder (MTAG)"	"attention deficit hyperactivity disorder"	-	GCST012093	5:104336166	33479212	"Yao X"
rs12658032-A	1E-13	-	0.3559	-	"0.094267026 unit increase"	[0.069-0.119]	LINC02163,RNU6-334P	"Attention deficit hyperactivity disorder (MTAG)"	"attention deficit hyperactivity disorder"	-	GCST012093	5:104568525	33479212	"Yao X"
rs78648104-T	1E-9	-	0.8827	-	"0.12905386 unit increase"	[0.088-0.171]	TFAP2D	"Attention deficit hyperactivity disorder (MTAG)"	"attention deficit hyperactivity disorder"	-	GCST012093	6:50715296	33479212	"Yao X"
rs12265655-T	2E-11	-	0.7704	-	"0.098355666 unit increase"	[0.07-0.127]	SORCS3	"Attention deficit hyperactivity disorder (MTAG)"	"attention deficit hyperactivity disorder"	-	GCST012093	10:104984776	33479212	"Yao X"
rs113551349-?	4E-10	-	NR	0.89	-	NR	SLC6A9	"Attention deficit hyperactivity disorder"	"attention deficit hyperactivity disorder"	-	GCST012096	1:44009451	33495439	"Demontis D"
rs9677504-?	1E-8	-	NR	-	-	-	SPAG16	"Attention deficit hyperactivity disorder"	"attention deficit hyperactivity disorder"	-	GCST010649	2:214317165	32606422	"Wu Y"
rs4858241-?	2E-8	-	NR	-	-	-	SGO1-AS1	"Attention deficit hyperactivity disorder"	"attention deficit hyperactivity disorder"	-	GCST010649	3:20627579	32606422	"Wu Y"
rs28411770-?	1E-8	-	NR	-	-	-	LINC02497,PCDH7	"Attention deficit hyperactivity disorder"	"attention deficit hyperactivity disorder"	-	GCST010649	4:31149834	32606422	"Wu Y"
rs4916723-?	2E-8	-	NR	-	-	-	LINC00461	"Attention deficit hyperactivity disorder"	"attention deficit hyperactivity disorder"	-	GCST010649	5:88558577	32606422	"Wu Y"
rs304132-?	4E-8	-	NR	-	-	-	MEF2C-AS1	"Attention deficit hyperactivity disorder"	"attention deficit hyperactivity disorder"	-	GCST010649	5:88919777	32606422	"Wu Y"
rs5886709-?	2E-8	-	NR	-	-	-	FOXP2	"Attention deficit hyperactivity disorder"	"attention deficit hyperactivity disorder"	-	GCST010649	7:114446079	32606422	"Wu Y"
rs74760947-?	1E-8	-	NR	-	-	-	RPL10AP3,LINC01288	"Attention deficit hyperactivity disorder"	"attention deficit hyperactivity disorder"	-	GCST010649	8:34495092	32606422	"Wu Y"
rs11591402-?	1E-8	-	NR	-	-	-	SORCS3	"Attention deficit hyperactivity disorder"	"attention deficit hyperactivity disorder"	-	GCST010649	10:104987596	32606422	"Wu Y"
rs1427829-?	2E-9	-	NR	-	-	-	DUSP6,POC1B	"Attention deficit hyperactivity disorder"	"attention deficit hyperactivity disorder"	-	GCST010649	12:89366967	32606422	"Wu Y"
rs281324-?	3E-8	-	NR	-	-	-	SEMA6D	"Attention deficit hyperactivity disorder"	"attention deficit hyperactivity disorder"	-	GCST010649	15:47461821	32606422	"Wu Y"
rs212178-?	8E-9	-	NR	-	-	-	LINC01572	"Attention deficit hyperactivity disorder"	"attention deficit hyperactivity disorder"	-	GCST010649	16:72544232	32606422	"Wu Y"
rs12410155-?	8E-14	-	NR	-	-	-	ST3GAL3,ST3GAL3-AS1	"Attention deficit hyperactivity disorder (MTAG)"	"attention deficit hyperactivity disorder"	-	GCST010644	1:43722794	32606422	"Wu Y"
rs3952787-?	3E-8	-	NR	-	-	-	ST3GAL3	"Attention deficit hyperactivity disorder (MTAG)"	"attention deficit hyperactivity disorder"	-	GCST010644	1:43857572	32606422	"Wu Y"
rs10789368-?	1E-8	-	NR	-	-	-	LINC01360	"Attention deficit hyperactivity disorder (MTAG)"	"attention deficit hyperactivity disorder"	-	GCST010644	1:73348476	32606422	"Wu Y"
rs1222063-?	3E-8	-	NR	-	-	-	RNU1-130P,LINC02790	"Attention deficit hyperactivity disorder (MTAG)"	"attention deficit hyperactivity disorder"	-	GCST010644	1:96136884	32606422	"Wu Y"
rs7585730-?	2E-8	-	NR	-	-	-	RNA5SP87	"Attention deficit hyperactivity disorder (MTAG)"	"attention deficit hyperactivity disorder"	-	GCST010644	2:22316866	32606422	"Wu Y"
rs9677504-?	1E-8	-	NR	-	-	-	SPAG16	"Attention deficit hyperactivity disorder (MTAG)"	"attention deficit hyperactivity disorder"	-	GCST010644	2:214317165	32606422	"Wu Y"
rs1021938-?	2E-8	-	NR	-	-	-	SGO1-AS1	"Attention deficit hyperactivity disorder (MTAG)"	"attention deficit hyperactivity disorder"	-	GCST010644	3:20531976	32606422	"Wu Y"
rs28411770-?	1E-8	-	NR	-	-	-	LINC02497,PCDH7	"Attention deficit hyperactivity disorder (MTAG)"	"attention deficit hyperactivity disorder"	-	GCST010644	4:31149834	32606422	"Wu Y"
rs56022653-?	2E-8	-	NR	-	-	-	LINC00461	"Attention deficit hyperactivity disorder (MTAG)"	"attention deficit hyperactivity disorder"	-	GCST010644	5:88588020	32606422	"Wu Y"
rs12658032-?	1E-10	-	NR	-	-	-	LINC02163,RNU6-334P	"Attention deficit hyperactivity disorder (MTAG)"	"attention deficit hyperactivity disorder"	-	GCST010644	5:104568525	32606422	"Wu Y"
rs9969232-?	8E-9	-	NR	-	-	-	FOXP2	"Attention deficit hyperactivity disorder (MTAG)"	"attention deficit hyperactivity disorder"	-	GCST010644	7:114518899	32606422	"Wu Y"
rs74760947-?	4E-9	-	NR	-	-	-	RPL10AP3,LINC01288	"Attention deficit hyperactivity disorder (MTAG)"	"attention deficit hyperactivity disorder"	-	GCST010644	8:34495092	32606422	"Wu Y"
rs1334561-?	3E-8	-	NR	-	-	-	-	"Attention deficit hyperactivity disorder (MTAG)"	"attention deficit hyperactivity disorder"	-	GCST010644	10:8778125	32606422	"Wu Y"
rs11192193-?	1E-9	-	NR	-	-	-	SORCS3	"Attention deficit hyperactivity disorder (MTAG)"	"attention deficit hyperactivity disorder"	-	GCST010644	10:104809495	32606422	"Wu Y"
rs6584649-?	1E-11	-	NR	-	-	-	SORCS3	"Attention deficit hyperactivity disorder (MTAG)"	"attention deficit hyperactivity disorder"	-	GCST010644	10:104985346	32606422	"Wu Y"
rs7952220-?	1E-8	-	NR	-	-	-	METTL15,LINC02758	"Attention deficit hyperactivity disorder (MTAG)"	"attention deficit hyperactivity disorder"	-	GCST010644	11:28585698	32606422	"Wu Y"
rs35928531-?	2E-9	-	NR	-	-	-	DUSP6,POC1B	"Attention deficit hyperactivity disorder (MTAG)"	"attention deficit hyperactivity disorder"	-	GCST010644	12:89354807	32606422	"Wu Y"
rs2243517-?	1E-8	-	NR	-	-	-	OBI1-AS1	"Attention deficit hyperactivity disorder (MTAG)"	"attention deficit hyperactivity disorder"	-	GCST010644	13:78330662	32606422	"Wu Y"
rs281297-?	7E-9	-	NR	-	-	-	SEMA6D	"Attention deficit hyperactivity disorder (MTAG)"	"attention deficit hyperactivity disorder"	-	GCST010644	15:47393307	32606422	"Wu Y"
rs12596294-?	2E-8	-	NR	-	-	-	LINC01572	"Attention deficit hyperactivity disorder (MTAG)"	"attention deficit hyperactivity disorder"	-	GCST010644	16:72553194	32606422	"Wu Y"
rs8084351-?	4E-9	-	NR	-	-	-	DCC	"Attention deficit hyperactivity disorder (MTAG)"	"attention deficit hyperactivity disorder"	-	GCST010644	18:53200189	32606422	"Wu Y"
rs35947542-?	9E-9	-	NR	-	-	-	PTPRF,HYI-AS1	"Attention deficit hyperactivity disorder"	"attention deficit hyperactivity disorder"	-	GCST010649	1:43518009	32606422	"Wu Y"
rs11420276-?	2E-13	-	NR	-	-	-	ST3GAL3,ST3GAL3-AS1	"Attention deficit hyperactivity disorder"	"attention deficit hyperactivity disorder"	-	GCST010649	1:43718522	32606422	"Wu Y"
rs1222063-?	3E-8	-	NR	-	-	-	RNU1-130P,LINC02790	"Attention deficit hyperactivity disorder"	"attention deficit hyperactivity disorder"	-	GCST010649	1:96136884	32606422	"Wu Y"
rs2391769-?	4E-8	-	NR	-	-	-	RN7SL831P,EEF1A1P11	"Attention deficit hyperactivity disorder"	"attention deficit hyperactivity disorder"	-	GCST010649	1:96513405	32606422	"Wu Y"
rs2823819-C	7E-7	-	0.18	1.65	-	[NR]	MIR99AHG	"Attention deficit hyperactivity disorder"	"attention deficit hyperactivity disorder"	-	GCST000684	21:16455971	20732626	"Mick E"
rs1859156-?	2E-6	-	0.79	1.54	-	[NR]	BMPR1B	"Attention deficit hyperactivity disorder"	"attention deficit hyperactivity disorder"	-	GCST000684	4:94912883	20732626	"Mick E"
rs438259-?	4E-6	-	0.28	1.49	-	[NR]	HULC	"Attention deficit hyperactivity disorder"	"attention deficit hyperactivity disorder"	-	GCST000684	6:9030103	20732626	"Mick E"
rs9810857-T	6E-6	-	0.49	1.41	-	[NR]	PBX2P1,SLC9A9	"Attention deficit hyperactivity disorder"	"attention deficit hyperactivity disorder"	-	GCST000684	3:143264057	20732626	"Mick E"
rs11074889-A	7E-7	-	0.16	1.68	-	[NR]	EMP2	"Attention deficit hyperactivity disorder"	"attention deficit hyperactivity disorder"	-	GCST000684	16:10539308	20732626	"Mick E"
rs8074751-?	1E-6	-	0.61	1.45	-	[NR]	CEP112	"Attention deficit hyperactivity disorder"	"attention deficit hyperactivity disorder"	-	GCST000684	17:65646424	20732626	"Mick E"
rs4923705-C	2E-6	-	0.27	1.51	-	[NR]	LINC02853	"Attention deficit hyperactivity disorder"	"attention deficit hyperactivity disorder"	-	GCST000684	15:36001404	20732626	"Mick E"
rs2602381-A	4E-6	-	0.48	1.42	-	[NR]	UGT1A10,UGT1A8,UGT1A9	"Attention deficit hyperactivity disorder"	"attention deficit hyperactivity disorder"	-	GCST000684	2:233675678	20732626	"Mick E"
rs10487524-T	9E-6	-	0.15	1.6	-	[NR]	-	"Attention deficit hyperactivity disorder"	"attention deficit hyperactivity disorder"	-	GCST000684	7:145144438	20732626	"Mick E"
rs10011926-?	8E-6	-	0.78	1.49	-	[NR]	ELOVL6	"Attention deficit hyperactivity disorder"	"attention deficit hyperactivity disorder"	-	GCST000684	4:110105771	20732626	"Mick E"
rs7442317-?	4E-6	-	NR	-	-	-	RPS3AP17	"Attention deficit hyperactivity disorder motor coordination"	"attention deficit hyperactivity disorder"	-	GCST001030	4:29901430	21473668	"Fliers EA"
rs930421-?	6E-6	(binary)	NR	-	-	-	MTA3	"Attention deficit hyperactivity disorder"	"attention deficit hyperactivity disorder"	-	GCST000281	2:42754099	18821565	"Lasky-Su J"
rs7577925-?	3E-6	(binary)	NR	-	-	-	NCKAP5-AS2,NCKAP5	"Attention deficit hyperactivity disorder"	"attention deficit hyperactivity disorder"	-	GCST000281	2:133282947	18821565	"Lasky-Su J"
rs272000-?	9E-6	(count)	NR	-	-	-	DPP10	"Attention deficit hyperactivity disorder"	"attention deficit hyperactivity disorder"	-	GCST000281	2:115898219	18821565	"Lasky-Su J"
rs6791644-?	8E-6	(count)	NR	-	-	-	FHIT	"Attention deficit hyperactivity disorder"	"attention deficit hyperactivity disorder"	-	GCST000281	3:60785375	18821565	"Lasky-Su J"
rs17651978-?	6E-6	(count)	NR	-	-	-	FOXP1	"Attention deficit hyperactivity disorder"	"attention deficit hyperactivity disorder"	-	GCST000281	3:70971339	18821565	"Lasky-Su J"
rs8047014-?	4E-6	(binary)	NR	-	-	-	TANGO6,HAS3	"Attention deficit hyperactivity disorder"	"attention deficit hyperactivity disorder"	-	GCST000281	16:69101146	18821565	"Lasky-Su J"
rs260461-?	8E-6	(binary)	NR	-	-	-	ZNF544,ZNF8-DT	"Attention deficit hyperactivity disorder"	"attention deficit hyperactivity disorder"	-	GCST000281	19:58259517	18821565	"Lasky-Su J"
rs17367118-?	9E-6	(count)	NR	-	-	-	-	"Attention deficit hyperactivity disorder"	"attention deficit hyperactivity disorder"	-	GCST000281	2:122884035	18821565	"Lasky-Su J"
rs1918172-?	5E-6	(count)	NR	-	-	-	LINC01876	"Attention deficit hyperactivity disorder"	"attention deficit hyperactivity disorder"	-	GCST000281	2:156031988	18821565	"Lasky-Su J"
rs2290416-?	9E-6	(count)	NR	-	-	-	NAPRT	"Attention deficit hyperactivity disorder"	"attention deficit hyperactivity disorder"	-	GCST000281	8:143575430	18821565	"Lasky-Su J"
rs7992643-?	5E-6	(count)	NR	-	-	-	CLYBL,ZIC5	"Attention deficit hyperactivity disorder"	"attention deficit hyperactivity disorder"	-	GCST000281	13:99902784	18821565	"Lasky-Su J"
rs10767942-?	8E-6	(count)	NR	-	-	-	EIF3M,WT1-AS	"Attention deficit hyperactivity disorder"	"attention deficit hyperactivity disorder"	-	GCST000281	11:32500461	18821565	"Lasky-Su J"
rs130575-?	5E-6	(binary)	NR	-	-	-	-	"Attention deficit hyperactivity disorder"	"attention deficit hyperactivity disorder"	-	GCST000281	22:34463801	18821565	"Lasky-Su J"
rs1514928-?	3E-6	(binary)	NR	-	-	-	LINC00644,ATP5F1AP4	"Attention deficit hyperactivity disorder"	"attention deficit hyperactivity disorder"	-	GCST000281	14:62211585	18821565	"Lasky-Su J"
rs1018040-?	5E-6	(binary)	NR	-	-	-	U3,LINC02869	"Attention deficit hyperactivity disorder"	"attention deficit hyperactivity disorder"	-	GCST000281	1:218532472	18821565	"Lasky-Su J"
rs11719664-?	2E-6	(count)	NR	-	-	-	ZNF385D	"Attention deficit hyperactivity disorder"	"attention deficit hyperactivity disorder"	-	GCST000281	3:21913706	18821565	"Lasky-Su J"
rs4147141-?	6E-6	(count)	NR	-	-	-	LINC01707	"Attention deficit hyperactivity disorder"	"attention deficit hyperactivity disorder"	-	GCST000281	1:69113569	18821565	"Lasky-Su J"
rs522958-?	1E-6	(binary)	NR	-	-	-	CCDC91	"Attention deficit hyperactivity disorder"	"attention deficit hyperactivity disorder"	-	GCST000281	12:28075634	18821565	"Lasky-Su J"
rs1350666-?	8E-6	(binary)	NR	-	-	-	EREG,EPGN	"Attention deficit hyperactivity disorder"	"attention deficit hyperactivity disorder"	-	GCST000281	4:74358873	18821565	"Lasky-Su J"
rs412050-?	6E-6	-	NR	-	-	-	PPM1F-AS1	"Attention deficit hyperactivity disorder"	"attention deficit hyperactivity disorder"	-	GCST000246	22:21953147	18839057	"Lesch KP"
rs11243897-?	6E-8	-	NR	-	-	-	AK8	"Attention deficit hyperactivity disorder"	"attention deficit hyperactivity disorder"	-	GCST000246	9:132742896	18839057	"Lesch KP"
rs2587695-?	3E-7	-	NR	-	-	-	CFAP221	"Attention deficit hyperactivity disorder"	"attention deficit hyperactivity disorder"	-	GCST000246	2:119564241	18839057	"Lesch KP"
rs864643-?	1E-8	-	NR	-	-	-	MOBP	"Attention deficit hyperactivity disorder"	"attention deficit hyperactivity disorder"	-	GCST000246	3:39514089	18839057	"Lesch KP"
rs2677744-?	1E-6	-	NR	-	-	-	MAN2A2	"Attention deficit hyperactivity disorder"	"attention deficit hyperactivity disorder"	-	GCST000246	15:90907211	18839057	"Lesch KP"
rs10983238-?	1E-7	-	NR	-	-	-	ASTN2	"Attention deficit hyperactivity disorder"	"attention deficit hyperactivity disorder"	-	GCST000246	9:116571404	18839057	"Lesch KP"
rs515910-?	4E-6	-	NR	-	-	-	CFAP43	"Attention deficit hyperactivity disorder"	"attention deficit hyperactivity disorder"	-	GCST000246	10:104206646	18839057	"Lesch KP"
rs4964805-?	5E-6	-	NR	-	-	-	NT5DC3	"Attention deficit hyperactivity disorder"	"attention deficit hyperactivity disorder"	-	GCST000246	12:103799046	18839057	"Lesch KP"
rs2242073-?	8E-6	-	NR	-	-	-	CRYGC	"Attention deficit hyperactivity disorder"	"attention deficit hyperactivity disorder"	-	GCST000246	2:208129321	18839057	"Lesch KP"
rs7164335-?	1E-7	-	NR	-	-	-	ITGA11	"Attention deficit hyperactivity disorder"	"attention deficit hyperactivity disorder"	-	GCST000246	15:68422693	18839057	"Lesch KP"
rs7995215-?	1E-8	-	NR	-	-	-	GPC6	"Attention deficit hyperactivity disorder"	"attention deficit hyperactivity disorder"	-	GCST000246	13:93756253	18839057	"Lesch KP"
rs2241685-?	8E-6	-	NR	-	-	-	MYT1L	"Attention deficit hyperactivity disorder"	"attention deficit hyperactivity disorder"	-	GCST000246	2:1922221	18839057	"Lesch KP"
rs10786284-?	2E-6	-	NR	-	-	-	TLL2	"Attention deficit hyperactivity disorder"	"attention deficit hyperactivity disorder"	-	GCST000246	10:96375748	18839057	"Lesch KP"
rs2237349-?	5E-6	-	NR	-	-	-	CREB5	"Attention deficit hyperactivity disorder"	"attention deficit hyperactivity disorder"	-	GCST000246	7:28723346	18839057	"Lesch KP"
rs10514604-?	8E-7	-	NR	-	-	-	ATP2C2	"Attention deficit hyperactivity disorder"	"attention deficit hyperactivity disorder"	-	GCST000246	16:84412778	18839057	"Lesch KP"
rs11646411-?	7E-6	-	NR	-	-	-	CDH13	"Attention deficit hyperactivity disorder"	"attention deficit hyperactivity disorder"	-	GCST000246	16:82713332	18839057	"Lesch KP"
rs2842643-?	3E-6	-	NR	-	-	-	TFEB,NPM1P51	"Attention deficit hyperactivity disorder"	"attention deficit hyperactivity disorder"	-	GCST000246	6:41682998	18839057	"Lesch KP"
rs469727-?	8E-6	-	NR	-	-	-	REEP5	"Attention deficit hyperactivity disorder"	"attention deficit hyperactivity disorder"	-	GCST000246	5:112907271	18839057	"Lesch KP"
rs3799977-?	5E-6	-	NR	-	-	-	SUPT3H	"Attention deficit hyperactivity disorder"	"attention deficit hyperactivity disorder"	-	GCST000246	6:44869619	18839057	"Lesch KP"
rs16928529-?	4E-6	-	NR	-	-	-	UNC5B	"Attention deficit hyperactivity disorder"	"attention deficit hyperactivity disorder"	-	GCST000246	10:71223228	18839057	"Lesch KP"
rs2199161-?	2E-6	-	NR	-	-	-	MAP1B	"Attention deficit hyperactivity disorder"	"attention deficit hyperactivity disorder"	-	GCST000246	5:72114529	18839057	"Lesch KP"
rs7175404-?	6E-7	-	NR	-	-	-	SEPHS1P2	"Attention deficit hyperactivity disorder"	"attention deficit hyperactivity disorder"	-	GCST000246	15:93493459	18839057	"Lesch KP"
rs2502731-?	2E-6	-	NR	-	-	-	DNM1	"Attention deficit hyperactivity disorder"	"attention deficit hyperactivity disorder"	-	GCST000246	9:128214278	18839057	"Lesch KP"
rs220470-?	1E-7	-	NR	-	-	-	ITGAE	"Attention deficit hyperactivity disorder"	"attention deficit hyperactivity disorder"	-	GCST000246	17:3761681	18839057	"Lesch KP"
rs1555322-?	4E-6	-	NR	-	-	-	MMP24,MMP24OS	"Attention deficit hyperactivity disorder"	"attention deficit hyperactivity disorder"	-	GCST000246	20:35261376	18839057	"Lesch KP"
rs2281597-?	5E-7	-	NR	-	-	-	CSMD2	"Attention deficit hyperactivity disorder"	"attention deficit hyperactivity disorder"	-	GCST000246	1:33894257	18839057	"Lesch KP"
rs6968385-T	2E-6	"(earlier onset)"	NR	-	-	-	-	"Attention deficit hyperactivity disorder (time to onset)"	"attention deficit hyperactivity disorder"	-	GCST000280	7:110407414	18937294	"Lasky-Su J"
rs874426-C	4E-6	"(earlier onset)"	NR	-	-	-	NAV2	"Attention deficit hyperactivity disorder (time to onset)"	"attention deficit hyperactivity disorder"	-	GCST000280	11:19548016	18937294	"Lasky-Su J"
rs17658378-A	9E-6	"(later onset)"	NR	-	-	-	TRPS1	"Attention deficit hyperactivity disorder (time to onset)"	"attention deficit hyperactivity disorder"	-	GCST000280	8:115381846	18937294	"Lasky-Su J"
rs1335515-C	8E-6	"(earlier onset)"	NR	-	-	-	SLC35F4	"Attention deficit hyperactivity disorder (time to onset)"	"attention deficit hyperactivity disorder"	-	GCST000280	14:57918647	18937294	"Lasky-Su J"
rs4810685-C	7E-6	"(earlier onset)"	NR	-	-	-	SULF2	"Attention deficit hyperactivity disorder (time to onset)"	"attention deficit hyperactivity disorder"	-	GCST000280	20:47771969	18937294	"Lasky-Su J"
rs1517484-C	5E-7	"(earlier onset)"	NR	-	-	-	NYAP2	"Attention deficit hyperactivity disorder (time to onset)"	"attention deficit hyperactivity disorder"	-	GCST000280	2:225373194	18937294	"Lasky-Su J"
rs9845475-G	4E-6	"(later onset)"	NR	-	-	-	TRIM71,RPL23AP43	"Attention deficit hyperactivity disorder (time to onset)"	"attention deficit hyperactivity disorder"	-	GCST000280	3:32800609	18937294	"Lasky-Su J"
